Linux 6.11.0-1014-nvidia (gb10-rtk) 	08/05/2026 	_aarch64_	(20 CPU)

10:55:47 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:44 AM    2    0.00    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   88.78
10:56:44 AM    3    0.00    0.00   11.11    0.00    0.00    0.00    0.00   47.47    0.00   41.41
10:56:44 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:44 AM    5    0.00    0.00   36.63    0.00    0.00    0.00    0.00   63.37    0.00    0.00
10:56:44 AM    6    0.00    0.00   42.11    0.00    0.00    0.00    0.00   32.63    0.00   25.26
10:56:44 AM    7    1.08    0.00   54.84    0.00    0.00    0.00    0.00    6.45    0.00   37.63
10:56:44 AM    8    0.00    0.00   26.80    0.00    0.00    0.00    0.00   29.90    0.00   43.30
10:56:44 AM    9    0.00    0.00   47.25    0.00    0.00    0.00    0.00   17.58    0.00   35.16
10:56:44 AM   10    0.00    0.00   37.50    0.00    0.00    0.00    0.00    3.41    0.00   59.09
10:56:44 AM   11    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
10:56:44 AM   12    0.00    0.00   37.08    0.00    0.00    0.00    0.00    0.00    0.00   62.92
10:56:44 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:44 AM   14    0.00    0.00   35.56    0.00    0.00    0.00    0.00    0.00    0.00   64.44
10:56:44 AM   15    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:56:44 AM   16    0.00    0.00   52.53    0.00    0.00    0.00    0.00   47.47    0.00    0.00
10:56:44 AM   17    0.99    0.00   49.50    0.00    0.00    0.00    0.00   49.50    0.00    0.00
10:56:44 AM   18    0.00    0.00   31.00    0.00    0.00    0.00    0.00   69.00    0.00    0.00
10:56:44 AM   19    0.00    0.00   44.44    0.00    0.00    0.00    0.00   55.56    0.00    0.00

10:56:44 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:45 AM  all    0.00    0.00   33.26    0.00    0.00    0.00    0.00   19.83    0.00   46.90
10:56:45 AM    0    0.00    0.00    5.00    0.00    0.00    0.00    0.00   20.00    0.00   75.00
10:56:45 AM    1    0.00    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   89.69
10:56:45 AM    2    0.00    0.00   54.44    0.00    0.00    0.00    0.00    0.00    0.00   45.56
10:56:45 AM    3    0.00    0.00    3.00    0.00    0.00    0.00    0.00   20.00    0.00   77.00
10:56:45 AM    4    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
10:56:45 AM    5    0.00    0.00   40.21    0.00    0.00    0.00    0.00   39.18    0.00   20.62
10:56:45 AM    6    0.00    0.00   30.93    0.00    0.00    0.00    0.00   39.18    0.00   29.90
10:56:45 AM    7    0.00    0.00   28.87    0.00    0.00    0.00    0.00   29.90    0.00   41.24
10:56:45 AM    8    0.00    0.00   51.04    0.00    0.00    0.00    0.00   29.17    0.00   19.79
10:56:45 AM    9    0.00    0.00   58.43    0.00    0.00    0.00    0.00    0.00    0.00   41.57
10:56:45 AM   10    0.00    0.00   19.35    0.00    0.00    0.00    0.00    6.45    0.00   74.19
10:56:45 AM   11    0.00    0.00   13.68    0.00    0.00    0.00    0.00    0.00    0.00   86.32
10:56:45 AM   12    0.00    0.00   26.09    0.00    0.00    0.00    0.00    0.00    0.00   73.91
10:56:45 AM   13    0.00    0.00   18.28    0.00    0.00    0.00    0.00    0.00    0.00   81.72
10:56:45 AM   14    0.00    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   89.80
10:56:45 AM   15    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:56:45 AM   16    0.00    0.00   64.00    0.00    0.00    0.00    0.00   36.00    0.00    0.00
10:56:45 AM   17    0.00    0.00   49.00    0.00    0.00    0.00    0.00   51.00    0.00    0.00
10:56:45 AM   18    0.00    0.00   33.66    0.00    0.00    0.00    0.00   66.34    0.00    0.00
10:56:45 AM   19    0.00    0.00   49.00    0.00    0.00    0.00    0.00   51.00    0.00    0.00

10:56:45 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:46 AM  all    0.15    0.00   32.04    0.15    0.00    0.10    0.00   19.14    0.00   48.35
10:56:46 AM    0    0.00    0.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00   98.00
10:56:46 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:46 AM    2    0.00    0.00    6.00    1.00    0.00    0.00    0.00    0.00    0.00   93.00
10:56:46 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:46 AM    4    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
10:56:46 AM    5    0.00    0.00   48.91    0.00    0.00    0.00    0.00   10.87    0.00   40.22
10:56:46 AM    6    0.00    0.00   41.30    0.00    0.00    0.00    0.00   16.30    0.00   42.39
10:56:46 AM    7    1.04    0.00   38.54    0.00    0.00    1.04    0.00   22.92    0.00   36.46
10:56:46 AM    8    0.00    0.00   36.00    0.00    0.00    0.00    0.00   64.00    0.00    0.00
10:56:46 AM    9    1.04    0.00   34.38    0.00    0.00    0.00    0.00   12.50    0.00   52.08
10:56:46 AM   10    0.00    0.00    9.18    0.00    0.00    0.00    0.00   17.35    0.00   73.47
10:56:46 AM   11    1.06    0.00   15.96    0.00    0.00    0.00    0.00   26.60    0.00   56.38
10:56:46 AM   12    0.00    0.00   23.91    0.00    0.00    0.00    0.00    0.00    0.00   76.09
10:56:46 AM   13    0.00    0.00   61.36    0.00    0.00    0.00    0.00    0.00    0.00   38.64
10:56:46 AM   14    0.00    0.00   35.96    0.00    0.00    0.00    0.00    0.00    0.00   64.04
10:56:46 AM   15    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:56:46 AM   16    0.00    0.00   60.00    0.00    0.00    0.00    0.00   40.00    0.00    0.00
10:56:46 AM   17    1.00    0.00   55.00    0.00    0.00    0.00    0.00   44.00    0.00    0.00
10:56:46 AM   18    0.00    0.00   37.00    0.00    0.00    0.00    0.00   63.00    0.00    0.00
10:56:46 AM   19    0.00    0.00   41.58    0.00    0.00    0.00    0.00   58.42    0.00    0.00

10:56:46 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:47 AM  all    0.00    0.00   34.61    0.00    0.00    0.00    0.00   19.24    0.00   46.04
10:56:47 AM    0    0.00    0.00   13.54    0.00    0.00    0.00    0.00    0.00    0.00   86.46
10:56:47 AM    1    0.00    0.00   51.69    0.00    0.00    0.00    0.00    0.00    0.00   48.31
10:56:47 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:47 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:47 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:47 AM    5    1.03    0.00   35.05    0.00    0.00    0.00    0.00   11.34    0.00   52.58
10:56:47 AM    6    0.00    0.00   35.42    0.00    0.00    0.00    0.00   33.33    0.00   31.25
10:56:47 AM    7    0.00    0.00   33.33    0.00    0.00    0.00    0.00   34.34    0.00   32.32
10:56:47 AM    8    0.00    0.00   52.48    0.00    0.00    0.00    0.00   47.52    0.00    0.00
10:56:47 AM    9    0.00    0.00   50.00    0.00    0.00    0.00    0.00    0.00    0.00   50.00
10:56:47 AM   10    1.09    0.00   36.96    0.00    0.00    0.00    0.00    5.43    0.00   56.52
10:56:47 AM   11    0.00    0.00   22.83    0.00    0.00    0.00    0.00    9.78    0.00   67.39
10:56:47 AM   12    0.00    0.00   38.64    0.00    0.00    0.00    0.00   21.59    0.00   39.77
10:56:47 AM   13    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
10:56:47 AM   14    0.00    0.00   27.08    0.00    0.00    0.00    0.00   16.67    0.00   56.25
10:56:47 AM   15    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:56:47 AM   16    0.00    0.00   39.00    0.00    0.00    0.00    0.00   61.00    0.00    0.00
10:56:47 AM   17    0.00    0.00   57.43    0.00    0.00    0.00    0.00   42.57    0.00    0.00
10:56:47 AM   18    0.00    0.00   41.41    0.00    0.00    0.00    0.00   58.59    0.00    0.00
10:56:47 AM   19    0.00    0.00   54.55    0.00    0.00    0.00    0.00   36.36    0.00    9.09

10:56:47 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:48 AM  all    0.00    0.00   34.18    0.00    0.00    0.00    0.00   20.70    0.00   45.07
10:56:48 AM    0    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:56:48 AM    1    0.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
10:56:48 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:48 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:48 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:48 AM    5    0.00    0.00   40.62    0.00    0.00    0.00    0.00   29.17    0.00   30.21
10:56:48 AM    6    0.00    0.00   31.00    0.00    0.00    0.00    0.00   69.00    0.00    0.00
10:56:48 AM    7    0.00    0.00   30.30    0.00    0.00    0.00    0.00   39.39    0.00   30.30
10:56:48 AM    8    0.00    0.00   37.00    0.00    0.00    0.00    0.00   63.00    0.00    0.00
10:56:48 AM    9    0.00    0.00   64.04    0.00    0.00    0.00    0.00    0.00    0.00   35.96
10:56:48 AM   10    0.00    0.00   73.81    0.00    0.00    0.00    0.00    0.00    0.00   26.19
10:56:48 AM   11    0.00    0.00    8.51    0.00    0.00    0.00    0.00    5.32    0.00   86.17
10:56:48 AM   12    0.00    0.00   51.11    0.00    0.00    0.00    0.00    4.44    0.00   44.44
10:56:48 AM   13    0.00    0.00   32.97    0.00    0.00    0.00    0.00    0.00    0.00   67.03
10:56:48 AM   14    0.00    0.00   24.74    0.00    0.00    0.00    0.00    0.00    0.00   75.26
10:56:48 AM   15    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:56:48 AM   16    0.00    0.00   35.00    0.00    0.00    0.00    0.00   65.00    0.00    0.00
10:56:48 AM   17    1.00    0.00   54.00    0.00    0.00    0.00    0.00   45.00    0.00    0.00
10:56:48 AM   18    0.00    0.00   45.54    0.00    0.00    0.00    0.00   54.46    0.00    0.00
10:56:48 AM   19    0.00    0.00   56.12    0.00    0.00    0.00    0.00   28.57    0.00   15.31

10:56:48 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:49 AM  all    0.05    0.00   32.01    0.10    0.00    0.00    0.00   20.02    0.00   47.81
10:56:49 AM    0    1.00    0.00    0.00    1.00    0.00    0.00    0.00    4.00    0.00   94.00
10:56:49 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    6.06    0.00   93.94
10:56:49 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:49 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:49 AM    4    0.00    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00   99.01
10:56:49 AM    5    0.00    0.00   61.36    0.00    0.00    0.00    0.00    0.00    0.00   38.64
10:56:49 AM    6    0.00    0.00   37.00    0.00    0.00    0.00    0.00   63.00    0.00    0.00
10:56:49 AM    7    0.00    0.00   13.27    0.00    0.00    0.00    0.00   25.51    0.00   61.22
10:56:49 AM    8    0.00    0.00   35.35    0.00    0.00    0.00    0.00   64.65    0.00    0.00
10:56:49 AM    9    0.00    0.00   62.22    0.00    0.00    0.00    0.00    0.00    0.00   37.78
10:56:49 AM   10    0.00    0.00   18.56    0.00    0.00    0.00    0.00    0.00    0.00   81.44
10:56:49 AM   11    0.00    0.00    3.16    0.00    0.00    0.00    0.00   28.42    0.00   68.42
10:56:49 AM   12    0.00    0.00   56.04    0.00    0.00    0.00    0.00    6.59    0.00   37.36
10:56:49 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:49 AM   14    0.00    0.00   80.46    0.00    0.00    0.00    0.00    0.00    0.00   19.54
10:56:49 AM   15    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:56:49 AM   16    0.00    0.00   39.00    0.00    0.00    0.00    0.00   61.00    0.00    0.00
10:56:49 AM   17    0.00    0.00   56.00    0.00    0.00    0.00    0.00   44.00    0.00    0.00
10:56:49 AM   18    0.00    0.00   41.00    0.00    0.00    0.00    0.00   59.00    0.00    0.00
10:56:49 AM   19    0.00    0.00   50.00    0.00    0.00    0.00    0.00   30.61    0.00   19.39

10:56:49 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:50 AM  all    0.25    0.00   24.15    0.05    0.00    0.00    0.00   17.39    0.00   58.11
10:56:50 AM    0    0.00    0.00   17.02    0.00    0.00    0.00    0.00    0.00    0.00   82.98
10:56:50 AM    1    2.00    0.00    2.00    0.00    0.00    0.00    0.00    8.00    0.00   88.00
10:56:50 AM    2    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:56:50 AM    3    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
10:56:50 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:50 AM    5    1.03    0.00   30.93    0.00    0.00    0.00    0.00   38.14    0.00   29.90
10:56:50 AM    6    0.00    0.00   30.00    0.00    0.00    0.00    0.00   44.00    0.00   26.00
10:56:50 AM    7    0.00    0.00   18.00    0.00    0.00    0.00    0.00   16.00    0.00   66.00
10:56:50 AM    8    0.00    0.00   24.75    0.00    0.00    0.00    0.00   26.73    0.00   48.51
10:56:50 AM    9    0.00    0.00   51.06    0.00    0.00    0.00    0.00    0.00    0.00   48.94
10:56:50 AM   10    0.00    0.00    7.14    0.00    0.00    0.00    0.00   12.24    0.00   80.61
10:56:50 AM   11    0.00    0.00   12.24    0.00    0.00    0.00    0.00   30.61    0.00   57.14
10:56:50 AM   12    1.10    0.00   42.86    0.00    0.00    0.00    0.00    4.40    0.00   51.65
10:56:50 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:50 AM   14    0.00    0.00   23.40    0.00    0.00    0.00    0.00    0.00    0.00   76.60
10:56:50 AM   15    0.99    0.00   73.27    0.00    0.00    0.00    0.00   11.88    0.00   13.86
10:56:50 AM   16    0.00    0.00   33.00    0.00    0.00    0.00    0.00   50.00    0.00   17.00
10:56:50 AM   17    0.00    0.00   36.00    0.00    0.00    0.00    0.00   31.00    0.00   33.00
10:56:50 AM   18    0.00    0.00   39.00    0.00    0.00    0.00    0.00   41.00    0.00   20.00
10:56:50 AM   19    0.00    0.00   44.00    0.00    0.00    0.00    0.00   30.00    0.00   26.00

10:56:50 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:51 AM  all    0.00    0.00   21.45    0.00    0.00    0.00    0.00   20.54    0.00   57.96
10:56:51 AM    0    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:56:51 AM    1    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
10:56:51 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:51 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:51 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:51 AM    5    0.00    0.00   10.00    0.00    0.00    0.00    0.00   90.00    0.00    0.00
10:56:51 AM    6    0.00    0.00   25.25    0.00    0.00    0.00    0.00   54.55    0.00   20.20
10:56:51 AM    7    0.00    0.00   28.00    0.00    0.00    0.00    0.00   56.00    0.00   16.00
10:56:51 AM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:51 AM    9    0.00    0.00   56.25    0.00    0.00    0.00    0.00    0.00    0.00   43.75
10:56:51 AM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:51 AM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:51 AM   12    0.00    0.00   34.38    0.00    0.00    0.00    0.00    0.00    0.00   65.62
10:56:51 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:51 AM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:51 AM   15    0.00    0.00   68.32    0.00    0.00    0.00    0.00   31.68    0.00    0.00
10:56:51 AM   16    0.00    0.00   35.00    0.00    0.00    0.00    0.00   65.00    0.00    0.00
10:56:51 AM   17    0.00    0.00   26.53    0.00    0.00    0.00    0.00   58.16    0.00   15.31
10:56:51 AM   18    0.00    0.00   74.00    0.00    0.00    0.00    0.00   25.00    0.00    1.00
10:56:51 AM   19    0.00    0.00   71.00    0.00    0.00    0.00    0.00   29.00    0.00    0.00

10:56:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:52 AM  all    0.15    0.00   23.53    0.00    0.00    0.00    0.00   20.02    0.00   56.25
10:56:52 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:52 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:52 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:52 AM    3    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
10:56:52 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:52 AM    5    0.00    0.00   10.00    0.00    0.00    0.00    0.00   90.00    0.00    0.00
10:56:52 AM    6    0.00    0.00   40.40    0.00    0.00    0.00    0.00   51.52    0.00    8.08
10:56:52 AM    7    1.01    0.00   44.44    0.00    0.00    0.00    0.00   49.49    0.00    5.05
10:56:52 AM    8    0.00    0.00    1.98    0.00    0.00    0.00    0.00    0.99    0.00   97.03
10:56:52 AM    9    0.00    0.00   57.58    0.00    0.00    0.00    0.00    0.00    0.00   42.42
10:56:52 AM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:52 AM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:52 AM   12    0.00    0.00   34.04    0.00    0.00    0.00    0.00    0.00    0.00   65.96
10:56:52 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:52 AM   14    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
10:56:52 AM   15    1.00    0.00   71.00    0.00    0.00    0.00    0.00   28.00    0.00    0.00
10:56:52 AM   16    0.00    0.00   26.00    0.00    0.00    0.00    0.00   74.00    0.00    0.00
10:56:52 AM   17    0.00    0.00   43.00    0.00    0.00    0.00    0.00   51.00    0.00    6.00
10:56:52 AM   18    0.00    0.00   71.72    0.00    0.00    0.00    0.00   28.28    0.00    0.00
10:56:52 AM   19    0.00    0.00   72.28    0.00    0.00    0.00    0.00   26.73    0.00    0.99

10:56:52 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:53 AM  all    0.05    0.00   26.01    0.00    0.00    0.00    0.00   14.52    0.00   59.43
10:56:53 AM    0    0.00    0.00    1.00    0.00    0.00    0.00    0.00    1.00    0.00   98.00
10:56:53 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:53 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:53 AM    3    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:56:53 AM    4    0.00    0.00    2.02    0.00    0.00    0.00    0.00   12.12    0.00   85.86
10:56:53 AM    5    1.00    0.00   11.00    0.00    0.00    0.00    0.00   52.00    0.00   36.00
10:56:53 AM    6    0.00    0.00   22.00    0.00    0.00    0.00    0.00   31.00    0.00   47.00
10:56:53 AM    7    0.00    0.00   41.58    0.00    0.00    0.00    0.00   16.83    0.00   41.58
10:56:53 AM    8    0.00    0.00   22.22    0.00    0.00    0.00    0.00    8.08    0.00   69.70
10:56:53 AM    9    0.00    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   90.91
10:56:53 AM   10    0.00    0.00   60.61    0.00    0.00    0.00    0.00    0.00    0.00   39.39
10:56:53 AM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:53 AM   12    0.00    0.00   40.91    0.00    0.00    0.00    0.00    0.00    0.00   59.09
10:56:53 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:53 AM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:53 AM   15    0.00    0.00   52.53    0.00    0.00    0.00    0.00   38.38    0.00    9.09
10:56:53 AM   16    0.00    0.00   57.00    0.00    0.00    0.00    0.00   43.00    0.00    0.00
10:56:53 AM   17    0.00    0.00   49.49    0.00    0.00    0.00    0.00   40.40    0.00   10.10
10:56:53 AM   18    0.00    0.00   77.23    0.00    0.00    0.00    0.00   22.77    0.00    0.00
10:56:53 AM   19    0.00    0.00   74.00    0.00    0.00    0.00    0.00   23.00    0.00    3.00

10:56:53 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:54 AM  all    0.00    0.00   28.30    0.00    0.00    0.00    0.00   13.77    0.00   57.92
10:56:54 AM    0    0.00    0.00    2.02    0.00    0.00    0.00    0.00    7.07    0.00   90.91
10:56:54 AM    1    0.00    0.00    3.96    0.00    0.00    0.00    0.00    5.94    0.00   90.10
10:56:54 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:54 AM    3    0.00    0.00    1.00    0.00    0.00    0.00    0.00    6.00    0.00   93.00
10:56:54 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:54 AM    5    0.00    0.00   40.40    0.00    0.00    0.00    0.00   34.34    0.00   25.25
10:56:54 AM    6    0.00    0.00   18.00    0.00    0.00    0.00    0.00   25.00    0.00   57.00
10:56:54 AM    7    0.00    0.00   80.00    0.00    0.00    0.00    0.00   20.00    0.00    0.00
10:56:54 AM    8    0.00    0.00   29.41    0.00    0.00    0.00    0.00   10.78    0.00   59.80
10:56:54 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:54 AM   10    0.00    0.00   52.63    0.00    0.00    0.00    0.00    0.00    0.00   47.37
10:56:54 AM   11    0.00    0.00    6.32    0.00    0.00    0.00    0.00    0.00    0.00   93.68
10:56:54 AM   12    0.00    0.00   26.37    0.00    0.00    0.00    0.00    0.00    0.00   73.63
10:56:54 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:54 AM   14    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
10:56:54 AM   15    0.00    0.00   28.43    0.00    0.00    0.00    0.00   39.22    0.00   32.35
10:56:54 AM   16    0.00    0.00   59.00    0.00    0.00    0.00    0.00   41.00    0.00    0.00
10:56:54 AM   17    0.00    0.00   70.30    0.00    0.00    0.00    0.00   29.70    0.00    0.00
10:56:54 AM   18    0.00    0.00   62.63    0.00    0.00    0.00    0.00   37.37    0.00    0.00
10:56:54 AM   19    0.00    0.00   83.84    0.00    0.00    0.00    0.00   16.16    0.00    0.00

10:56:54 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:55 AM  all    0.00    0.00   30.98    0.00    0.00    0.00    0.00   13.69    0.00   55.23
10:56:55 AM    0    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
10:56:55 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:55 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:55 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:55 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:55 AM    5    0.00    0.00   58.00    0.00    0.00    0.00    0.00   35.00    0.00    7.00
10:56:55 AM    6    0.00    0.00   42.00    0.00    0.00    0.00    0.00   42.00    0.00   16.00
10:56:55 AM    7    0.00    0.00   65.00    0.00    0.00    0.00    0.00   35.00    0.00    0.00
10:56:55 AM    8    0.00    0.00   52.53    0.00    0.00    0.00    0.00    0.00    0.00   47.47
10:56:55 AM    9    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:56:55 AM   10    0.00    0.00   18.95    0.00    0.00    0.00    0.00    0.00    0.00   81.05
10:56:55 AM   11    0.00    0.00    8.33    0.00    0.00    0.00    0.00    0.00    0.00   91.67
10:56:55 AM   12    0.00    0.00   19.78    0.00    0.00    0.00    0.00    0.00    0.00   80.22
10:56:55 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:55 AM   14    0.00    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   93.81
10:56:55 AM   15    1.00    0.00   75.00    0.00    0.00    0.00    0.00   24.00    0.00    0.00
10:56:55 AM   16    0.00    0.00   60.40    0.00    0.00    0.00    0.00   39.60    0.00    0.00
10:56:55 AM   17    0.00    0.00   68.00    0.00    0.00    0.00    0.00   32.00    0.00    0.00
10:56:55 AM   18    0.00    0.00   53.47    0.00    0.00    0.00    0.00   46.53    0.00    0.00
10:56:55 AM   19    0.00    0.00   82.00    0.00    0.00    0.00    0.00   16.00    0.00    2.00

10:56:55 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:56 AM  all    0.05    0.00   30.38    0.10    0.00    0.00    0.00   14.56    0.00   54.81
10:56:56 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:56 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:56 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:56 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:56 AM    4    0.00    0.00    0.00    1.98    0.00    0.00    0.00    0.00    0.00   98.02
10:56:56 AM    5    0.99    0.00   48.51    0.00    0.00    0.00    0.00   50.50    0.00    0.00
10:56:56 AM    6    0.00    0.00   75.00    0.00    0.00    0.00    0.00   25.00    0.00    0.00
10:56:56 AM    7    0.99    0.00   60.40    0.00    0.00    0.00    0.00   37.62    0.00    0.99
10:56:56 AM    8    0.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
