Linux 6.11.0-1014-nvidia (gb10-rtk) 	08/05/2026 	_aarch64_	(20 CPU)

10:55:47 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:56 AM    9    0.00    0.00   48.00    0.00    0.00    0.00    0.00    0.00    0.00   52.00
10:56:56 AM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:56 AM   11    0.00    0.00   28.57    0.00    0.00    0.00    0.00    0.00    0.00   71.43
10:56:56 AM   12    0.00    0.00   27.47    0.00    0.00    0.00    0.00    0.00    0.00   72.53
10:56:56 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:56 AM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:56 AM   15    0.00    0.00   83.17    0.00    0.00    0.00    0.00   16.83    0.00    0.00
10:56:56 AM   16    1.00    0.00   60.00    0.00    0.00    0.00    0.00   39.00    0.00    0.00
10:56:56 AM   17    0.00    0.00   63.00    0.00    0.00    0.00    0.00   37.00    0.00    0.00
10:56:56 AM   18    0.00    0.00   54.55    0.00    0.00    0.00    0.00   45.45    0.00    0.00
10:56:56 AM   19    0.00    0.00   46.53    0.00    0.00    0.00    0.00   36.63    0.00   16.83

10:56:56 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:56:57 AM  all    0.10    0.00   29.51    0.00    0.00    0.00    0.00   13.66    0.00   56.73
10:56:57 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.04    0.00   97.96
10:56:57 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    4.04    0.00   95.96
10:56:57 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:57 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:57 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:56:57 AM    5    0.00    0.00   38.00    0.00    0.00    0.00    0.00   33.00    0.00   29.00
10:56:57 AM    6    0.00    0.00   57.58    0.00    0.00    0.00    0.00   25.25    0.00   17.17
10:56:57 AM    7    0.00    0.00   44.44    0.00    0.00    0.00    0.00   31.31    0.00   24.24
10:56:57 AM    8    0.00    0.00    8.08    0.00    0.00    0.00    0.00   14.14    0.00   77.78
10:56:57 AM    9    0.00    0.00   36.73    0.00    0.00    0.00    0.00    0.00    0.00   63.27
10:56:57 AM   10    0.00    0.00   26.26    0.00    0.00    0.00    0.00    0.00    0.00   73.74
10:56:57 AM   11    0.00    0.00    9.38    0.00    0.00    0.00    0.00    0.00    0.00   90.62
10:56:57 AM   12    0.00    0.00   21.84    0.00    0.00    0.00    0.00    0.00    0.00   78.16
10:56:57 AM   13    0.00    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   89.58
10:56:57 AM   14    0.00    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   97.96
10:56:57 AM   15    1.00    0.00   84.00    0.00    0.00    0.00    0.00   15.00    0.00    0.00
10:56:57 AM   16    0.00    0.00   56.00    0.00    0.00    0.00    0.00   44.00    0.00    0.00
10:56:57 AM   17    0.00    0.00   62.00    0.00    0.00    0.00    0.00   38.00    0.00    0.00
10:56:57 AM   18    0.00    0.00   71.29    0.00    0.00    0.00    0.00   28.71    0.00    0.00
10:56:57 AM   19    1.00    0.00   58.00    0.00    0.00    0.00    0.00   34.00    0.00    7.00

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    0.02    0.00   31.50    0.02    0.00    0.01    0.00   19.14    0.00   49.31
Average:       0    0.07    0.00    6.40    0.03    0.00    0.06    0.00    5.52    0.00   87.92
Average:       1    0.04    0.00    7.81    0.01    0.00    0.00    0.00    8.11    0.00   84.02
Average:       2    0.06    0.00    7.66    0.01    0.00    0.00    0.00    4.32    0.00   87.95
Average:       3    0.06    0.00    5.15    0.07    0.00    0.00    0.00    6.85    0.00   87.87
Average:       4    0.04    0.00    2.94    0.12    0.00    0.00    0.00    6.30    0.00   90.60
Average:       5    0.01    0.00   35.53    0.00    0.00    0.00    0.00   37.88    0.00   26.57
Average:       6    0.00    0.00   38.16    0.01    0.00    0.01    0.00   27.94    0.00   33.88
Average:       7    0.00    0.00   37.68    0.01    0.00    0.03    0.00   34.32    0.00   27.95
Average:       8    0.00    0.00   35.37    0.00    0.00    0.01    0.00   29.47    0.00   35.15
Average:       9    0.02    0.00   38.20    0.02    0.00    0.02    0.00   15.75    0.00   46.01
Average:      10    0.02    0.00   23.49    0.00    0.00    0.02    0.00    4.28    0.00   72.20
Average:      11    0.02    0.00   24.97    0.02    0.00    0.00    0.00    5.24    0.00   69.76
Average:      12    0.00    0.00   35.33    0.00    0.00    0.00    0.00    3.86    0.00   60.81
Average:      13    0.02    0.00   27.91    0.00    0.00    0.02    0.00    0.46    0.00   71.60
Average:      14    0.04    0.00   19.49    0.01    0.00    0.01    0.00    0.64    0.00   79.79
Average:      15    0.01    0.00   92.37    0.00    0.00    0.00    0.00    3.26    0.00    4.36
Average:      16    0.00    0.00   43.94    0.00    0.00    0.00    0.00   51.72    0.00    4.35
Average:      17    0.00    0.00   50.64    0.01    0.00    0.00    0.00   43.02    0.00    6.33
Average:      18    0.01    0.00   43.69    0.00    0.00    0.01    0.00   48.95    0.00    7.33
Average:      19    0.00    0.00   50.52    0.00    0.00    0.00    0.00   39.79    0.00    9.69
